No.	User	DL	UD	RD	PT	UP	PM	BL	UB	BM	UR	RM	IM	Total
717	Gaillimh	27	13	0	13	2	0	35	7	0	0	0	0	97
1743	Schneelocke	60	7	0	15	2	0	11	2	0	0	0	0	97
1353	Myleslong	22	29	0	6	3	0	28	8	0	0	0	0	96
243	Bovlb	34	2	0	18	1	1	34	3	1	0	1	0	95
385	ClockworkLunch	75	4	0	11	1	0	4	0	0	0	0	0	95
1672	Ronline	64	3	0	6	10	0	11	1	0	0	0	0	95
1813	Siroxo	73	4	0	0	0	0	18	0	0	0	0	0	95
1996	Tinucherian	14	1	0	62	1	12	0	0	0	0	5	0	95
392	Cobi	53	1	0	21	0	3	8	4	0	0	4	0	94
414	Croat Canuck	83	3	0	1	1	0	5	1	0	0	0	0	94
868	Ikiroid	62	5	0	6	0	0	20	1	0	0	0	0	94
1323	MoRsE	64	3	0	0	0	0	26	1	0	0	0	0	94
1546	PresN	41	4	0	17	3	3	25	1	0	0	0	0	94
2074	Viajero	52	4	0	10	9	0	15	4	0	0	0	0	94
549	Dumelow	60	5	1	25	1	0	0	0	0	0	0	0	92
300	Caltrop	58	22	0	0	0	0	8	3	0	0	0	0	91
982	Jogers	91	0	0	0	0	0	0	0	0	0	0	0	91
1034	Kaiser matias	59	4	0	7	0	1	20	0	0	0	0	0	91
1095	Ktr101	0	0	0	0	0	0	0	0	0	0	91	0	91
1493	Pengo	60	20	0	2	2	0	7	0	0	0	0	0	91
1698	SB Johnny	47	3	0	10	1	5	9	15	0	0	0	0	90
326	CatherineMunro	69	13	0	0	0	0	3	3	0	0	0	0	88
2118	Wiglaf	48	3	0	4	1	0	26	6	0	0	0	0	88
1313	MisfitToys	79	8	0	0	0	0	0	0	0	0	0	0	87
471	David Newton	54	3	0	4	0	0	12	12	0	0	0	0	85
832	Heron	24	3	0	0	0	0	54	4	0	0	0	0	85
1161	Lquilter	75	3	0	0	0	0	6	0	0	0	0	0	84
1534	Poeloq	25	1	0	0	0	0	52	2	0	0	4	0	84
1915	Tannin	57	2	0	1	0	0	22	1	0	0	0	0	83
1036	Kakofonous	66	3	0	5	1	0	4	1	0	0	1	0	81
1719	Sam Vimes	42	5	0	0	0	0	34	0	0	0	0	0	81
138	Art LaPella	78	2	0	0	0	0	0	0	0	0	0	0	80
438	Dale Arnett	72	2	0	2	0	0	4	0	0	0	0	0	80
1905	TShilo12	59	4	0	8	2	0	5	2	0	0	0	0	80
2188	Zippy	13	9	0	7	2	4	39	6	0	0	0	0	80
1046	Kathryn NicDhàna	59	0	0	11	1	0	7	1	0	0	0	0	79
519	Dmn	36	1	0	10	4	0	12	15	0	0	0	0	78
737	Gerald Farinas	65	0	0	3	4	1	4	1	0	0	0	0	78
1710	Sage Ross (WMF)	27	1	1	0	0	0	0	0	0	0	49	0	78
172	Banno	9	5	0	9	2	0	50	2	0	0	0	0	77
421	Cutler	69	0	0	0	0	0	7	0	0	0	0	0	76
1559	Qaz	75	0	1	0	0	0	0	0	0	0	0	0	76
1871	Steinsky	34	0	0	7	2	0	32	1	0	0	0	0	76
2083	Visviva	66	1	0	3	1	0	4	1	0	0	0	0	76
359	Choess	54	13	0	0	0	0	6	0	1	0	0	0	74
189	Bedford	9	3	0	50	0	4	5	2	0	0	0	0	73
158	AxelBoldt	52	8	0	10	2	0	0	0	0	0	0	0	72
1291	MichaelQSchmidt	52	18	0	0	0	0	0	0	0	0	0	0	70
1408	Notheruser	70	0	0	0	0	0	0	0	0	0	0	0	70
2152	XDanielx	65	5	0	0	0	0	0	0	0	0	0	0	70
358	Chochopk	27	37	0	1	0	0	2	1	0	0	0	0	68
403	Cool3	35	0	0	3	2	0	22	1	2	0	3	0	68
441	DanMS	65	0	0	2	1	0	0	0	0	0	0	0	68
554	Dvyost	56	0	0	0	0	0	11	1	0	0	0	0	68
693	Freestylefrappe	14	0	0	4	1	0	48	1	0	0	0	0	68
1259	Maximus Rex	68	0	0	0	0	0	0	0	0	0	0	0	68
677	FlyingToaster	59	1	0	0	1	0	1	0	2	0	2	0	66
975	Jnothman	62	1	0	1	0	0	1	1	0	0	0	0	66
1923	Tbo 157	30	2	0	3	1	0	24	6	0	0	0	0	66
2160	Xnuala	62	0	0	0	0	0	3	1	0	0	0	0	66
1894	Sundar	41	13	0	0	0	1	6	3	0	0	0	0	64
2064	Vaoverland	45	2	0	0	0	0	17	0	0	0	0	0	64
511	Dieter Simon	3	0	0	56	0	4	0	0	0	0	0	0	63
465	David D.	26	4	0	12	1	5	11	2	1	0	0	0	62
656	Fennec	18	3	0	5	3	0	30	3	0	0	0	0	62
884	Ish ishwar	46	3	0	1	0	0	11	1	0	0	0	0	62
1902	TPK	62	0	0	0	0	0	0	0	0	0	0	0	62
449	Daniel Quinlan	54	3	0	0	2	0	2	0	0	0	0	0	61
124	AntonioMartin	11	6	0	13	5	2	5	18	0	0	0	0	60
814	Hawkeye7	10	1	0	8	1	6	33	0	1	0	0	0	60
1248	MatthewUND	53	1	0	0	0	0	5	0	0	0	0	0	59
1385	Nickshanks	54	2	0	3	0	0	0	0	0	0	0	0	59
490	Decumanus	42	0	0	3	0	0	12	0	0	0	0	0	57
1226	Marshman	25	0	0	0	0	0	30	2	0	0	0	0	57
1496	Perceval	29	0	0	5	4	0	19	0	0	0	0	0	57
2172	Yelyos	45	1	0	1	1	0	8	1	0	0	0	0	57
120	Anthere	39	1	0	4	4	0	4	2	0	0	2	0	56
1576	RJFJR	45	7	0	0	0	0	3	1	0	0	0	0	56
1765	Sebastiankessel	2	2	0	8	4	0	38	1	0	0	0	0	55
200	Berig	39	0	0	2	0	2	9	0	0	0	2	0	54
667	Fishhead64	25	1	1	0	0	0	27	0	0	0	0	0	54
2008	Tom-	37	3	0	8	3	0	3	0	0	0	0	0	54
131	Archtransit	5	2	0	13	2	1	16	14	0	0	0	0	53
1157	LordAmeth	52	1	0	0	0	0	0	0	0	0	0	0	53
1961	TheCustomOfLife	43	0	0	6	1	0	3	0	0	0	0	0	53
212	BillyH	48	2	0	0	1	0	1	0	0	0	0	0	52
576	Ekabhishek	5	0	2	37	0	7	0	0	0	0	0	0	51
1487	PedanticallySpeaking	41	8	0	2	0	0	0	0	0	0	0	0	51
1264	Mdennis (WMF)	24	7	17	2	0	0	0	0	0	0	0	0	50
1348	Mulad	44	6	0	0	0	0	0	0	0	0	0	0	50
2109	Wernher	49	0	0	0	0	0	1	0	0	0	0	0	50
994	Joke137	15	0	0	1	1	0	29	3	0	0	0	0	49
1023	Jwrosenzweig	40	0	0	1	0	0	7	0	0	0	1	0	49
156	Awiseman	21	2	0	16	0	0	9	0	0	0	0	0	48
1151	Lomn	25	0	0	3	2	1	16	1	0	0	0	0	48
1880	Steven (WMF)	23	1	0	13	0	0	1	0	0	0	10	0	48
1985	Tillwe	45	0	0	0	0	0	3	0	0	0	0	0	48
730	GeneralPatton	25	0	0	3	3	0	13	3	0	0	0	0	47
1324	Moabdave	10	0	0	5	0	1	28	2	0	0	1	0	47
1788	Shauri	44	0	0	0	1	0	2	0	0	0	0	0	47
506	Dfrg.msc	37	1	0	0	0	0	7	0	0	0	0	0	45
253	Brian Kendig	28	3	0	5	6	0	2	0	0	0	0	0	44
773	Grendelkhan	38	2	0	0	0	0	4	0	0	0	0	0	44
996	JonMoore	39	1	0	2	2	0	0	0	0	0	0	0	44
1517	Phils	15	1	0	0	0	0	26	2	0	0	0	0	44
1663	RockMagnetist	34	7	0	0	1	0	2	0	0	0	0	0	44
369	Christopher Mahan	38	5	0	0	0	0	0	0	0	0	0	0	43
324	Catbar	28	0	0	2	1	0	11	0	0	0	0	0	42
1148	LittleDan	34	1	0	1	2	0	4	0	0	0	0	0	42
917	Jalexander	9	3	0	20	0	7	0	0	0	0	2	0	41
928	Jason Quinn	24	1	3	2	1	1	8	0	1	0	0	0	41
18	AKeen	11	7	0	15	1	3	3	0	0	0	0	0	40
1003	Josh Grosse	38	2	0	0	0	0	0	0	0	0	0	0	40
1137	Lexor	40	0	0	0	0	0	0	0	0	0	0	0	40
151	Audacity	29	4	0	2	1	0	2	1	0	0	0	0	39
629	Eye of the Mind	16	2	0	9	2	1	9	0	0	0	0	0	39
646	Father Goose	20	5	0	2	1	3	5	1	0	0	2	0	39
1990	Timc	35	1	0	0	1	0	2	0	0	0	0	0	39
58	Alex S	34	4	0	0	0	0	0	0	0	0	0	0	38
2056	Vague Rant	27	4	0	0	2	0	4	1	0	0	0	0	38
2192	Zoney	20	11	0	3	2	0	1	1	0	0	0	0	38
800	Hamster Sandwich	3	1	0	1	0	0	26	3	3	0	0	0	37
1024	Jyothis	2	2	0	0	0	0	33	0	0	0	0	0	37
1848	SorryGuy	11	2	0	2	2	0	18	2	0	0	0	0	37
90	Ancheta Wis	17	3	1	3	0	1	11	0	0	0	0	0	36
1089	Kotra	28	2	0	2	1	0	3	0	0	0	0	0	36
1159	LouI	35	1	0	0	0	0	0	0	0	0	0	0	36
327	Catrope	8	0	0	0	0	0	0	0	0	0	27	0	35
817	Hcheney	20	0	0	0	0	0	15	0	0	0	0	0	35
1675	Rosiestep	24	5	0	2	2	0	0	0	0	0	2	0	35
760	Goodoldpolonius2	1	0	0	4	2	0	27	0	0	0	0	0	34
1320	Mkweise	30	2	0	0	1	0	1	0	0	0	0	0	34
1966	Thedemonhog	31	0	0	0	0	1	0	0	0	0	2	0	34
698	Fropuff	28	1	0	2	0	0	2	0	0	0	0	0	33
2191	Zoicon5	33	0	0	0	0	0	0	0	0	0	0	0	33
944	Jedi6	16	0	0	2	3	0	10	1	0	0	0	0	32
1060	Kevin Gorman	0	0	0	0	0	0	0	0	0	0	32	0	32
98	Andrew Yong	24	7	0	0	0	0	0	0	0	0	0	0	31
154	Ausir	27	2	0	1	0	0	1	0	0	0	0	0	31
289	CRGreathouse	20	0	0	5	0	3	1	1	1	0	0	0	31
2098	Waltpohl	29	0	0	2	0	0	0	0	0	0	0	0	31
185	Bdesham	27	0	0	3	0	0	0	0	0	0	0	0	30
278	CALR	29	0	0	0	0	0	1	0	0	0	0	0	30
643	Fantasy	18	4	0	4	2	1	1	0	0	0	0	0	30
1325	Modemac	14	0	0	3	5	0	7	1	0	0	0	0	30
1564	Quercusrobur	15	2	0	3	2	0	8	0	0	0	0	0	30
1821	Sky Harbor	18	11	0	0	0	0	1	0	0	0	0	0	30
2144	Wouterstomp	30	0	0	0	0	0	0	0	0	0	0	0	30
932	Jay	19	10	0	0	0	0	0	0	0	0	0	0	29
1146	LiquidGhoul	27	1	0	1	0	0	0	0	0	0	0	0	29
1605	Recurring dreams	6	0	0	1	0	0	21	1	0	0	0	0	29
1914	Tanner-Christopher	10	0	0	13	0	4	1	1	0	0	0	0	29
341	Cerebellum	28	0	0	0	0	0	0	0	0	0	0	0	28
607	Essexmutant	19	0	0	1	0	0	7	1	0	0	0	0	28
1164	Ludraman	17	3	0	2	2	0	4	0	0	0	0	0	28
514	Dino	27	0	0	0	0	0	0	0	0	0	0	0	27
768	Grant65	12	9	0	2	1	0	3	0	0	0	0	0	27
1004	Joshbuddy	22	0	0	0	0	0	5	0	0	0	0	0	27
1951	The Singing Badger	25	0	0	0	0	0	2	0	0	0	0	0	27
246	BradPatrick	17	0	0	4	0	0	5	0	0	0	0	0	26
789	Gutza	12	1	0	2	1	2	5	3	0	0	0	0	26
1319	Mkmcconn	20	0	0	3	3	0	0	0	0	0	0	0	26
76	Alteripse	6	0	0	3	1	0	14	1	0	0	0	0	25
322	Cary Bass	4	3	6	5	1	1	1	2	0	2	0	0	25
535	DrBob	17	1	0	0	0	0	7	0	0	0	0	0	25
1805	Silence	24	0	0	0	1	0	0	0	0	0	0	0	25
194	Bellhalla	22	2	0	0	0	0	0	0	0	0	0	0	24
382	Clarkk	23	0	0	0	1	0	0	0	0	0	0	0	24
572	Edward Z. Yang	12	0	0	3	0	0	8	1	0	0	0	0	24
802	Hannibal	21	0	0	3	0	0	0	0	0	0	0	0	24
915	Jake Nelson	21	1	0	0	0	0	1	0	0	0	0	0	23
1332	Montrealais	22	1	0	0	0	0	0	0	0	0	0	0	23
1817	Sjc	19	1	0	0	0	0	3	0	0	0	0	0	23
252	Brian	11	3	0	3	0	1	3	1	0	0	0	0	22
663	Fir0002	21	0	0	0	0	0	1	0	0	0	0	0	22
750	Goatasaur	16	2	0	1	1	0	2	0	0	0	0	0	22
811	Hashar	20	0	0	0	0	0	1	1	0	0	0	0	22
922	Jamesday	6	7	0	2	0	0	6	1	0	0	0	0	22
595	Enchanter	14	0	0	1	3	0	2	0	0	0	0	0	20
1483	Paxse	15	0	0	0	0	0	4	1	0	0	0	0	20
141	Arvindn	17	0	0	1	1	0	0	0	0	0	0	0	19
357	Chmod007	13	2	0	2	0	0	1	1	0	0	0	0	19
384	Climie.ca	0	0	0	2	1	0	13	1	1	0	1	0	19
587	Ellsworth	18	0	0	0	0	0	1	0	0	0	0	0	19
1234	Maryana (WMF)	19	0	0	0	0	0	0	0	0	0	0	0	19
1991	Timichal	1	17	0	0	0	0	0	0	0	0	0	0	18
101	Andris	17	0	0	0	0	0	0	0	0	0	0	0	17
815	Hawstom	3	0	0	5	1	0	7	1	0	0	0	0	17
2031	Tristanb	5	12	0	0	0	0	0	0	0	0	0	0	17
1310	Minesweeper	13	2	0	0	0	0	1	0	0	0	0	0	16
1543	Pratyeka	7	9	0	0	0	0	0	0	0	0	0	0	16
1717	Sam Hocevar	6	7	0	0	0	0	1	2	0	0	0	0	16
1742	Schissel	11	0	0	1	0	0	2	2	0	0	0	0	16
2153	XJaM	8	0	0	5	3	0	0	0	0	0	0	0	16
37	Adjwilley	1	0	0	5	0	1	7	1	0	0	0	0	15
157	Awolf002	13	0	0	0	0	0	2	0	0	0	0	0	15
213	Biosthmors	0	0	0	0	0	0	0	0	0	0	15	0	15
302	Camembert	12	2	0	0	1	0	0	0	0	0	0	0	15
528	Dori	11	0	0	0	0	0	2	2	0	0	0	0	15
1047	Kayz911	0	0	0	0	0	0	0	0	0	0	15	0	15
1179	MER-C	0	0	0	15	0	0	0	0	0	0	0	0	15
1229	MartinHarper	14	0	0	0	1	0	0	0	0	0	0	0	15
1574	RHM22	8	1	2	1	1	0	0	0	0	0	2	0	15
1857	Spencer195	12	0	0	0	0	0	3	0	0	0	0	0	15
1972	Thespian	3	1	2	5	0	0	3	1	0	0	0	0	15
1986	Tim Ivorson	8	5	0	1	0	0	0	0	0	0	0	0	14
2028	Triddle	5	0	0	3	2	0	4	0	0	0	0	0	14
454	Dannyisme	5	0	0	4	0	0	2	2	0	0	0	0	13
1782	Sfoskett	11	1	0	1	0	0	0	0	0	0	0	0	13
88	Ams80	12	0	0	0	0	0	0	0	0	0	0	0	12
1096	Ktsquare	11	0	0	0	0	0	0	1	0	0	0	0	12
2082	Visorstuff	6	1	0	4	1	0	0	0	0	0	0	0	12
458	Darkoneko	5	0	3	0	0	0	1	0	0	1	0	0	10
1244	Matt Britt	5	2	0	2	0	0	1	0	0	0	0	0	10
1435	Oliver Pereira	2	7	0	0	1	0	0	0	0	0	0	0	10
1657	Robert Merkel	0	1	0	0	0	0	5	4	0	0	0	0	10
1233	Marumari	0	0	0	0	0	1	8	0	0	0	0	0	9
1527	Pinkville	1	0	0	6	0	0	2	0	0	0	0	0	9
1652	Rob Schnautz (WMF)	0	0	0	0	0	0	0	0	0	0	9	0	9
1909	Tadakuni	9	0	0	0	0	0	0	0	0	0	0	0	9
2029	Trijnstel	7	2	0	0	0	0	0	0	0	0	0	0	9
2081	Vishal	1	0	0	5	3	0	0	0	0	0	0	0	9
93	Andres	3	4	0	1	0	0	0	0	0	0	0	0	8
178	Barras	1	0	0	0	0	0	7	0	0	0	0	0	8
227	Bluerasberry	0	0	0	0	0	0	0	0	0	0	8	0	8
764	Graft	3	1	0	1	1	2	0	0	0	0	0	0	8
827	Hephaestos	1	2	0	3	2	0	0	0	0	0	0	0	8
1261	Mbecker	0	0	0	1	3	0	3	1	0	0	0	0	8
1583	Raith Sienar	0	0	0	8	0	0	0	0	0	0	0	0	8
1588	Ramallite	2	0	0	0	0	0	6	0	0	0	0	0	8
133	Aris Katsaris	6	0	0	1	0	0	0	0	0	0	0	0	7
450	Daniel Simanek	0	0	0	0	0	0	0	0	0	0	7	0	7
991	JohnOwens	6	0	0	0	1	0	0	0	0	0	0	0	7
1062	Khendon	4	0	0	1	2	0	0	0	0	0	0	0	7
1523	PierreAbbat	0	0	0	0	0	0	7	0	0	0	0	0	7
1649	Rlquall	4	1	0	0	0	0	1	1	0	0	0	0	7
1654	RobLa	3	1	0	1	0	2	0	0	0	0	0	0	7
1732	Sardanaphalus	0	0	0	7	0	0	0	0	0	0	0	0	7
344	Chadloder	0	0	0	0	0	0	6	0	0	0	0	0	6
942	Jdforrester (WMF)	6	0	0	0	0	0	0	0	0	0	0	0	6
1065	Khym Chanur	0	0	0	6	0	0	0	0	0	0	0	0	6
1125	LeaveSleaves	0	0	0	6	0	0	0	0	0	0	0	0	6
1129	Leinad	5	0	1	0	0	0	0	0	0	0	0	0	6
1172	M7	5	0	0	0	0	0	0	0	1	0	0	0	6
1462	Paginazero	3	3	0	0	0	0	0	0	0	0	0	0	6
1799	Shizhao	1	3	1	1	0	0	0	0	0	0	0	0	6
1893	Sugarfish	2	2	0	1	1	0	0	0	0	0	0	0	6
1944	The Interior	1	0	0	1	0	0	3	1	0	0	0	0	6
2012	Tompagenet	6	0	0	0	0	0	0	0	0	0	0	0	6
2087	Vzbs34	3	2	0	0	0	0	1	0	0	0	0	0	6
545	Drosenthal	0	0	0	5	0	0	0	0	0	0	0	0	5
786	Guillom	5	0	0	0	0	0	0	0	0	0	0	0	5
1187	MPelletier (WMF)	2	0	2	0	0	0	0	0	0	0	1	0	5
1222	Mark Richards	0	0	0	0	0	0	0	5	0	0	0	0	5
1304	Mike.lifeguard	4	0	0	0	0	0	0	1	0	0	0	0	5
1432	Oldwindybear	2	0	0	0	0	0	2	1	0	0	0	0	5
1539	Pongr	0	0	0	0	0	0	0	0	0	0	5	0	5
1643	Rjensen	0	0	0	0	0	0	0	0	0	0	5	0	5
1651	Roadrunner	0	0	0	0	0	0	5	0	0	0	0	0	5
1790	Sheldon Rampton	2	2	0	0	0	0	1	0	0	0	0	0	5
2111	West.andrew.g	4	0	0	0	0	0	1	0	0	0	0	0	5
311	Cantthinkofagoodname	2	0	0	0	0	0	2	0	0	0	0	0	4
347	Chancemill	0	0	0	1	1	0	2	0	0	0	0	0	4
363	Chris Roy	3	0	0	0	0	0	1	0	0	0	0	0	4
1215	MarcoAurelio	3	0	0	0	0	0	0	0	0	0	1	0	4
1810	Sir Lestaty de Lioncourt	0	0	0	0	0	0	2	2	0	0	0	0	4
2084	Vituzzu	3	0	1	0	0	0	0	0	0	0	0	0	4
2086	Vulcan Hephaestus	0	0	0	4	0	0	0	0	0	0	0	0	4
2145	Wpedzich	4	0	0	0	0	0	0	0	0	0	0	0	4
29	Acropolis now	0	0	0	3	0	0	0	0	0	0	0	0	3
92	Andre Engels	2	0	0	0	0	0	1	0	0	0	0	0	3
168	Bahamut0013	1	0	0	1	0	0	0	0	0	0	1	0	3
197	Bencmq	2	1	0	0	0	0	0	0	0	0	0	0	3
198	Bennylin	3	0	0	0	0	0	0	0	0	0	0	0	3
275	C-3PO	0	0	0	3	0	0	0	0	0	0	0	0	3
425	Cyp	3	0	0	0	0	0	0	0	0	0	0	0	3
651	Feco	3	0	0	0	0	0	0	0	0	0	0	0	3
831	Hernando Magallanes	0	0	0	3	0	0	0	0	0	0	0	0	3
963	Jimregan	3	0	0	0	0	0	0	0	0	0	0	0	3
1147	ListManBot	0	1	0	0	0	0	1	1	0	0	0	0	3
1181	MGodwin	3	0	0	0	0	0	0	0	0	0	0	0	3
1241	Matanya	0	0	0	0	0	0	1	2	0	0	0	0	3
1262	Mdale	3	0	0	0	0	0	0	0	0	0	0	0	3
1277	Mercy	2	0	0	1	0	0	0	0	0	0	0	0	3
1280	Merphant	1	2	0	0	0	0	0	0	0	0	0	0	3
1449	Ortolan88	3	0	0	0	0	0	0	0	0	0	0	0	3
1510	Phil Bordelon	0	0	0	2	1	0	0	0	0	0	0	0	3
1544	Preilly	0	2	0	1	0	0	0	0	0	0	0	0	3
1692	Ryan Kaldari	1	0	0	0	0	0	0	0	0	0	2	0	3
1724	Samulili	2	0	0	0	0	0	1	0	0	0	0	0	3
1781	Sethant	1	2	0	0	0	0	0	0	0	0	0	0	3
1928	Tegel	0	0	3	0	0	0	0	0	0	0	0	0	3
1934	Tfinc	1	0	0	0	0	0	0	0	0	0	2	0	3
1953	The Transhumanist	0	0	0	3	0	0	0	0	0	0	0	0	3
2000	Tkinias	3	0	0	0	0	0	0	0	0	0	0	0	3
2011	TommyBoy	3	0	0	0	0	0	0	0	0	0	0	0	3
2110	Wesley	0	1	0	0	0	0	2	0	0	0	0	0	3
61	Alex756	2	0	0	0	0	0	0	0	0	0	0	0	2
140	Aruk Besadii Aora	0	0	0	2	0	0	0	0	0	0	0	0	2
145	AstroNomer	0	0	0	0	0	0	2	0	0	0	0	0	2
165	Baboon Faceless	0	0	0	2	0	0	0	0	0	0	0	0	2
272	Burstorder	0	0	0	2	0	0	0	0	0	0	0	0	2
292	CYD	1	0	0	1	0	0	0	0	0	0	0	0	2
353	Chell and the cake	0	0	0	2	0	0	0	0	0	0	0	0	2
368	Christine (WMF)	1	0	1	0	0	0	0	0	0	0	0	0	2
422	CyborgTosser	2	0	0	0	0	0	0	0	0	0	0	0	2
456	DarTar	2	0	0	0	0	0	0	0	0	0	0	0	2
600	Erdem Tüzün	0	0	0	2	0	0	0	0	0	0	0	0	2
610	Etlib	0	0	0	0	0	0	0	0	0	0	2	0	2
637	Fabrice Florin	0	0	0	1	1	0	0	0	0	0	0	0	2
687	Frankcjones	0	0	0	0	0	0	0	0	0	0	2	0	2
807	Harold Oxley	0	0	0	2	0	0	0	0	0	0	0	0	2
872	Imran	1	0	0	0	0	0	1	0	0	0	0	0	2
1017	Judas Preist is effin awsome	0	0	0	2	0	0	0	0	0	0	0	0	2
1154	Lord Emsworth	2	0	0	0	0	0	0	0	0	0	0	0	2
1216	Mardetanha	0	0	0	0	0	0	1	1	0	0	0	0	2
1251	Mattyb420	0	0	0	2	0	0	0	0	0	0	0	0	2
1294	Midom	0	0	0	1	0	0	1	0	0	0	0	0	2
1352	MykReeve	2	0	0	0	0	0	0	0	0	0	0	0	2
1376	NeilK	2	0	0	0	0	0	0	0	0	0	0	0	2
1386	Nicman911	0	0	0	2	0	0	0	0	0	0	0	0	2
1399	Nixdorf	2	0	0	0	0	0	0	0	0	0	0	0	2
1407	Noldoaran	2	0	0	0	0	0	0	0	0	0	0	0	2
1481	Paulmcdonald	1	1	0	0	0	0	0	0	0	0	0	0	2
1489	Pedro Paulo Vasconcellos	0	0	0	2	0	0	0	0	0	0	0	0	2
1501	Pete Forsyth (WMF)	2	0	0	0	0	0	0	0	0	0	0	0	2
1519	Phuntsok2000	0	0	0	2	0	0	0	0	0	0	0	0	2
1565	QuiteUnusual	2	0	0	0	0	0	0	0	0	0	0	0	2
1721	Samotnik	0	0	0	2	0	0	0	0	0	0	0	0	2
1824	Sleuthwood	0	0	0	0	0	0	0	0	0	0	2	0	2
1844	Solid Falcon	0	0	0	2	0	0	0	0	0	0	0	0	2
1974	Thogo	0	0	2	0	0	0	0	0	0	0	0	0	2
1995	Tinselfairy1	0	0	0	2	0	0	0	0	0	0	0	0	2
2026	Trevor Parscal	2	0	0	0	0	0	0	0	0	0	0	0	2
2100	Wapcaplet	2	0	0	0	0	0	0	0	0	0	0	0	2
2169	Yann	2	0	0	0	0	0	0	0	0	0	0	0	2
2199	؞	0	0	0	2	0	0	0	0	0	0	0	0	2
2201	ﾗ	0	0	0	2	0	0	0	0	0	0	0	0	2
19	AZT2008	0	0	0	1	0	0	0	0	0	0	0	0	1
53	AlainV	1	0	0	0	0	0	0	0	0	0	0	0	1
86	Amophar	0	0	0	1	0	0	0	0	0	0	0	0	1
125	Apokryltaros	0	0	0	1	0	0	0	0	0	0	0	0	1
153	Auntof6	0	0	0	0	0	0	0	0	0	0	1	0	1
176	Barneca sock 1	0	0	0	1	0	0	0	0	0	0	0	0	1
181	Bazonka	0	0	0	1	0	0	0	0	0	0	0	0	1
192	Bel123456	0	0	0	1	0	0	0	0	0	0	0	0	1
210	Bill	0	0	0	1	0	0	0	0	0	0	0	0	1
225	Blubberboy92	0	0	0	1	0	0	0	0	0	0	0	0	1
237	Bonkers Bobcat	0	0	0	1	0	0	0	0	0	0	0	0	1
239	Bopped Kia	0	0	0	1	0	0	0	0	0	0	0	0	1
287	CMBJ	0	0	0	1	0	0	0	0	0	0	0	0	1
354	Chessnotator1967	0	0	0	1	0	0	0	0	0	0	0	0	1
372	Chuck SMITH	0	1	0	0	0	0	0	0	0	0	0	0	1
375	CieloEstrellado	0	0	0	1	0	0	0	0	0	0	0	0	1
389	ClueBot	0	0	0	1	0	0	0	0	0	0	0	0	1
395	Coffeedrinker87	0	0	0	1	0	0	0	0	0	0	0	0	1
508	Dgrant	0	0	0	1	0	0	0	0	0	0	0	0	1
525	DonCalo	0	0	0	1	0	0	0	0	0	0	0	0	1
542	Drini	1	0	0	0	0	0	0	0	0	0	0	0	1
583	Elfix	1	0	0	0	0	0	0	0	0	0	0	0	1
616	EvanProdromou	0	0	0	0	0	0	1	0	0	0	0	0	1
617	Eventtable	0	0	0	1	0	0	0	0	0	0	0	0	1
641	Falco McCloud	0	0	0	1	0	0	0	0	0	0	0	0	1
674	Flucky	0	0	0	1	0	0	0	0	0	0	0	0	1
739	Getluv	0	0	0	1	0	0	0	0	0	0	0	0	1
749	Gnasher29	0	0	0	1	0	0	0	0	0	0	0	0	1
767	Grandiose	1	0	0	0	0	0	0	0	0	0	0	0	1
771	GregRobson	1	0	0	0	0	0	0	0	0	0	0	0	1
776	Grossmünster	0	0	0	1	0	0	0	0	0	0	0	0	1
812	Hatricide	0	0	0	1	0	0	0	0	0	0	0	0	1
839	Hmhur	0	0	0	1	0	0	0	0	0	0	0	0	1
844	HowDumbAreYou	0	0	0	1	0	0	0	0	0	0	0	0	1
856	IMatthew	0	0	0	1	0	0	0	0	0	0	0	0	1
858	Ian Dalziel	0	0	0	1	0	0	0	0	0	0	0	0	1
873	Imzadi1979	0	0	0	0	0	0	0	0	0	0	1	0	1
880	Irina Spalko	0	0	0	1	0	0	0	0	0	0	0	0	1
929	Jasonbres	0	0	0	1	0	0	0	0	0	0	0	0	1
933	JayWalsh	0	0	0	0	0	0	0	0	0	0	1	0	1
964	Jimtinman3909	0	0	0	1	0	0	0	0	0	0	0	0	1
965	Jingiby	0	0	0	1	0	0	0	0	0	0	0	0	1
1001	Jorm (WMF)	1	0	0	0	0	0	0	0	0	0	0	0	1
1002	Josephjames21	0	0	0	1	0	0	0	0	0	0	0	0	1
1093	Krinkle	0	0	0	1	0	0	0	0	0	0	0	0	1
1145	Lipinki	0	0	0	1	0	0	0	0	0	0	0	0	1
1166	Luis Hernández García	0	0	0	1	0	0	0	0	0	0	0	0	1
1175	MBoarSidwell	0	0	0	1	0	0	0	0	0	0	0	0	1
1258	Maxim's JS test account	0	0	0	1	0	0	0	0	0	0	0	0	1
1268	MegaHL90	0	0	0	1	0	0	0	0	0	0	0	0	1
1281	Metalx97856	0	0	0	1	0	0	0	0	0	0	0	0	1
1328	Molikroth	0	0	0	1	0	0	0	0	0	0	0	0	1
1331	Monotonehell	1	0	0	0	0	0	0	0	0	0	0	0	1
1362	Nagy	0	0	0	1	0	0	0	0	0	0	0	0	1
1366	Nanfoodle	0	0	0	1	0	0	0	0	0	0	0	0	1
1367	Nanobug	1	0	0	0	0	0	0	0	0	0	0	0	1
