Date  Debt Held by the Public	Intragovernmental Holdings	Total Public Debt Outstanding
09/06/2007	5098809913353.79	3910600162505.88	9009410075859.67
09/07/2007	5098996710518.41	3910886448269.87	9009883158788.28
09/10/2007	5098505374539.79	3910340399827.59	9008845774367.38
09/11/2007	5098691365037.27	3916904094984.62	9015595460021.89
09/12/2007	5099431019789.41	3912016817174.88	9011447836964.29
09/13/2007	5101405869238.47	3914882137040.74	9016288006279.21
09/14/2007	5101434187251.81	3915685682267.56	9017119869519.37
09/17/2007	5082365257608.16	3918096071689.61	9000461329297.77
09/18/2007	5082459281884.95	3927533306934.35	9009992588819.30
09/19/2007	5082767303028.70	3923781120986.17	9006548424014.87
09/20/2007	5065946971022.69	3924005812294.84	8989952783317.53
09/21/2007	5066524192454.46	3924798821089.55	8991323013544.01
09/24/2007	5066560425665.34	3927135388792.57	8993695814457.91
09/25/2007	5066939229915.80	3932957351524.82	8999896581440.62
09/26/2007	5066894781591.59	3927463067391.87	8994357848983.46
09/27/2007	5049700588283.65	3923283536073.28	8972984124356.93
09/28/2007	5049305502926.48	3958347869336.00	9007653372262.48
10/01/2007	5057236452359.32	4005315947997.31	9062552400356.63
10/02/2007	5057187797977.60	4012659777633.05	9069847575610.65
10/03/2007	5057174120951.40	4004150929157.90	9061325050109.30
10/04/2007	5043470694248.67	4006577385032.03	9050048079280.70
10/05/2007	5044361117718.07	4010182173271.29	9054543290989.36
10/09/2007	5044668950448.17	4009475700521.90	9054144650970.07
10/10/2007	5044807606587.28	4004996153871.97	9049803760459.25
10/11/2007	5038220364584.91	4004731065147.58	9042951429732.49
10/12/2007	5038254667984.29	4006002021756.10	9044256689740.39
10/15/2007	5043530125470.98	4010452024654.03	9053982150125.01
10/16/2007	5044434493448.63	4013890575529.13	9058325068977.76
10/17/2007	5045168512114.65	4010106661510.80	9055275173625.45
10/18/2007	5042133074743.71	4011298716073.89	9053431790817.60
10/19/2007	5042073097193.13	4011811597646.86	9053884694839.99
10/22/2007	5041954178028.24	4012279394172.85	9054233572201.09
10/23/2007	5042214354013.16	4015767371109.64	9057981725122.80
10/24/2007	5042376353075.75	4011598793080.20	9053975146155.95
10/25/2007	5047036763449.13	4013196531833.99	9060233295283.12
10/26/2007	5046649024825.46	4013846940014.50	9060495964839.96
10/29/2007	5046591137704.21	4014055560935.93	9060646698640.14
10/30/2007	5046466199006.79	4011914028033.15	9058380227039.94
10/31/2007	5067078546655.56	4012007639210.72	9079086185866.28
11/01/2007	5081298828963.01	3998929744328.64	9080228573291.65
11/02/2007	5081671168581.22	3997152701937.52	9078823870518.74
11/05/2007	5081641334659.25	3999757386757.65	9081398721416.90
11/06/2007	5082132074769.88	4003733566445.96	9085865641215.84
11/07/2007	5082087499065.19	4002186282492.45	9084273781557.64
11/08/2007	5105250779670.21	4006076735669.32	9111327515339.53
11/09/2007	5105179904073.99	4006426699464.68	9111606603538.67
11/13/2007	5105354970348.89	4006375106162.60	9111730076511.49
11/14/2007	5106181386535.64	4004145053115.64	9110326439651.28
11/15/2007	5111851283522.74	4001355219038.90	9113206502561.64
11/16/2007	5111878035139.67	4004045554111.36	9115923589251.03
11/19/2007	5111991275751.01	4008281674551.94	9120272950302.95
11/20/2007	5112756434487.54	4012480438348.14	9125236872835.68
11/21/2007	5112702286851.76	4007414000920.01	9120116287771.77
11/23/2007	5119724373354.39	4011165187702.92	9130889561057.31
11/26/2007	5119722549448.12	4013975319570.45	9133697869018.57
11/27/2007	5119667617341.38	4017672000078.90	9137339617420.28
11/28/2007	5120037582967.51	4010712593932.59	9130750176900.10
11/29/2007	5132367923003.75	4007512270858.19	9139880193861.94
11/30/2007	5146579494448.64	4002761870488.07	9149341364936.71
12/03/2007	5170372443506.45	3984614141225.77	9154986584732.22
12/04/2007	5171086144880.52	3992232224322.90	9163318369203.42
12/05/2007	5171372367502.23	3992004178972.80	9163376546475.03
12/06/2007	5175317036398.86	3993035302939.71	9168352339338.57
12/07/2007	5175132537120.94	3990975031127.62	9166107568248.56
12/10/2007	5175055130528.93	3992888127985.94	9167943258514.87
12/11/2007	5174901525039.63	3996891529791.47	9171793054831.10
12/12/2007	5183280639352.91	3991014481978.85	9174295121331.76
12/13/2007	5180516146138.48	3991754006234.96	9172270152373.44
12/14/2007	5180726381574.75	3990938868092.80	9171665249667.55
12/17/2007	5149994515260.67	3992100529158.78	9142095044419.45
12/18/2007	5150351264923.24	4000958569560.71	9151309834483.95
12/19/2007	5150625190958.50	3994967005709.19	9145592196667.69
12/20/2007	5138057260455.23	3998360802002.06	9136418062457.29
12/21/2007	5137960774655.64	4002030590781.33	9139991365436.97
12/24/2007	5138071974751.25	4004130836340.37	9142202811091.62
12/26/2007	5138222924264.19	4001123113086.92	9139346037351.11
12/27/2007	5120576115530.95	4003440386024.96	9124016501555.91
12/28/2007	5120892177343.93	3999657505131.69	9120549682475.62
12/31/2007	5136302727072.67	4092869932145.64	9229172659218.31
01/02/2008	5130778241224.70	4079809202837.77	9210587444062.47
01/03/2008	5115950723592.05	4078995517455.33	9194946241047.38
01/04/2008	5116199834200.04	4081378046617.39	9197577880817.43
01/07/2008	5116191448188.30	4083366539555.28	9199557987743.58
01/08/2008	5116400865243.44	4084823918413.47	9201224783656.91
01/09/2008	5116464836848.38	4079986681770.55	9196451518618.93
01/10/2008	5116483556957.28	4081894247586.11	9198377804543.39
01/11/2008	5116468581683.24	4081762150594.38	9198230732277.62
01/14/2008	5116701921441.37	4083174122837.41	9199876044278.78
01/15/2008	5104642802988.75	4089522977474.16	9194165780462.91
01/16/2008	5104651904408.03	4085664795758.23	9190316700166.26
01/17/2008	5095854801083.35	4091729665006.36	9187584466089.71
01/18/2008	5096206984362.93	4092433303567.46	9188640287930.39
01/22/2008	5095916208021.60	4095158754135.56	9191074962157.16
01/23/2008	5097062254069.89	4095179791320.52	9192242045390.41
01/24/2008	5098655889709.16	4096821750099.79	9195477639808.95
01/25/2008	5102238850673.26	4100278085492.98	9202516936166.24
01/28/2008	5102308190524.52	4100879490854.74	9203187681379.26
01/29/2008	5102676412483.02	4105099431523.21	9207775844006.23
01/30/2008	5102674915682.92	4098199919010.21	9200874834693.13
01/31/2008	5132265067831.71	4105743221110.40	9238008288942.11
02/01/2008	5130384489850.08	4080471521475.70	9210856011325.78
02/04/2008	5130446607910.31	4089246072633.26	9219692680543.57
02/05/2008	5130439965772.90	4094484223793.94	9224924189566.84
02/06/2008	5130500713635.86	4092901162758.53	9223401876394.39
02/07/2008	5148614528726.80	4093512047766.70	9242126576493.50
02/08/2008	5149242672442.91	4095488361630.28	9244731034073.19
02/11/2008	5149319162890.22	4096802823087.45	9246121985977.67
02/12/2008	5149882424131.95	4101050153806.09	9250932577938.04
02/13/2008	5149738436554.02	4094418903717.47	9244157340271.49
02/14/2008	5195943354136.82	4095955735115.73	9291899089252.55
02/15/2008	5190042432007.12	4099199989063.11	9289242421070.23
02/19/2008	5190250212113.67	4101410306623.08	9291660518736.75
02/20/2008	5190800126902.66	4103661065844.39	9294461192747.05
02/21/2008	5212638061129.39	4102888986817.09	9315527047946.48
02/22/2008	5212686107111.04	4107052732356.96	9319738839468.00
02/25/2008	5212482219742.07	4108349953785.11	9320832173527.18
02/26/2008	5212962900689.86	4113719617712.14	9326682518402.00
02/27/2008	5223170296969.29	4107015161871.42	9330185458840.71
02/28/2008	5239145433213.19	4104096528501.86	9343241961715.05
02/29/2008	5259804376714.62	4098247047033.02	9358051423747.64
03/03/2008	5288162112740.96	4080311700332.53	9368473813073.49
03/04/2008	5288507327351.57	4091036639126.50	9379543966478.07
03/05/2008	5288773781817.85	4091652694295.38	9380426476113.23
03/06/2008	5302410103585.32	4092612323694.60	9395022427279.92
03/07/2008	5303092483697.43	4090911167346.92	9394003651044.35
03/10/2008	5303001225810.13	4093744118028.74	9396745343838.87
03/11/2008	5303809530883.13	4098869036477.45	9402678567360.58
03/12/2008	5304202682778.23	4092847371944.67	9397050054722.90
03/13/2008	5313220161850.83	4094846099018.72	9408066260869.55
03/14/2008	5313245061227.51	4095006947061.03	9408252008288.54
03/17/2008	5282750137551.24	4096499161702.57	9379249299253.81
03/18/2008	5282898305594.39	4106389213004.96	9389287518599.35
03/19/2008	5283167997094.26	4099964501590.54	9383132498684.80
03/20/2008	5289594553278.82	4102610355674.93	9392204908953.75
03/21/2008	5289659955959.07	4102898405570.03	9392558361529.10
03/24/2008	5290715216972.06	4105000589371.93	9395715806343.99
03/25/2008	5291290158902.71	4109305343466.23	9400595502368.94
03/26/2008	5291428953606.86	4102700647753.84	9394129601360.70
03/27/2008	5308260120761.59	4104102287582.24	9412362408343.83
03/28/2008	5308272236203.28	4099660950452.59	9407933186655.87
03/31/2008	5334115575742.88	4103478562348.51	9437594138091.39
04/01/2008	5357331152096.19	4089214440840.86	9446545592937.05
04/02/2008	5358160096109.21	4096555124702.98	9454715220812.19
04/03/2008	5346608237910.32	4090816937310.99	9437425175221.31
04/04/2008	5346703634865.43	4091806054971.59	9438509689837.02
04/07/2008	5346812281285.95	4094386019010.99	9441198300296.94
04/08/2008	5347013293843.82	4099141113558.60	9446154407402.42
04/09/2008	5346424849307.19	4090930623453.29	9437355472760.48
04/10/2008	5349601084902.75	4093106399062.99	9442707483965.74
04/11/2008	5349313159752.49	4093444403293.05	9442757563045.54
04/14/2008	5349210909674.63	4095188999068.57	9444399908743.20
04/15/2008	5299898420336.01	4109168704239.76	9409067124575.77
04/16/2008	5294375011987.50	4106342738394.19	9400717750381.69
04/17/2008	5259571359270.27	4108756254325.46	9368327613595.73
04/18/2008	5259641728215.03	4112843995048.80	9372485723263.83
04/21/2008	5239728568678.29	4115192004274.19	9354920572952.48
04/22/2008	5220026951233.58	4121456648906.90	9341483600140.48
04/23/2008	5220416691956.81	4121110558113.43	9341527250070.24
04/24/2008	5207367063908.35	4125835077338.75	9333202141247.10
04/25/2008	5207256975707.42	4127708847182.95	9334965822890.37
04/28/2008	5207326406692.66	4130189411445.87	9337515818138.53
04/29/2008	5207495999107.06	4130552832943.43	9338048832050.49
04/30/2008	5244194578964.17	4133362638169.27	9377557217133.44
05/01/2008	5227864606882.37	4118554496321.55	9346419103203.92
05/02/2008	5227386449409.91	4120089006806.98	9347475456216.89
05/05/2008	5227180433410.72	4125201896483.14	9352382329893.86
05/06/2008	5227064331168.07	4130936711751.37	9358001042919.44
05/07/2008	5227620665138.03	4132099927503.77	9359720592641.80
05/08/2008	5227965998741.94	4136827077212.01	9364793075953.95
05/09/2008	5227816871972.24	4137417183432.20	9365234055404.44
05/12/2008	5228145862890.05	4138343109159.26	9366488972049.31
05/13/2008	5228246112030.77	4142493919287.64	9370740031318.41
05/14/2008	5228441876253.45	4136112797299.56	9364554673553.01
05/15/2008	5218557032584.41	4133730100090.84	9352287132675.25
05/16/2008	5218570776014.84	4134084475851.15	9352655251865.99
05/19/2008	5218614101500.59	4138247167539.55	9356861269040.14
05/20/2008	5237063773929.53	4142065343887.85	9379129117817.38
05/21/2008	5237483111416.40	4135932846548.72	9373415957965.12
05/22/2008	5252254081800.77	4140370676538.45	9392624758339.22
05/23/2008	5252299921216.01	4141613658649.39	9393913579865.40
05/27/2008	5252835773380.98	4140439966096.58	9393275739477.56
05/28/2008	5253221844128.86	4137431520006.65	9390653364135.51
05/29/2008	5259298808222.23	4131930017434.20	9391228825656.43
05/30/2008	5278567329795.98	4110099549786.81	9388666879582.79
06/02/2008	5299425239865.48	4096913314130.09	9396338553995.57
06/03/2008	5299624937140.91	4095750382590.14	9395375319731.05
06/04/2008	5299614464265.59	4096191699395.02	9395806163660.61
06/05/2008	5307426828369.59	4100067474477.98	9407494302847.57
06/06/2008	5307139570626.21	4098599389604.31	9405738960230.52
06/09/2008	5307821153547.15	4099396300824.69	9407217454371.84
06/10/2008	5308044204929.07	4103522905862.04	9411567110791.11
06/11/2008	5330353382738.76	4097968094038.74	9428321476777.50
06/12/2008	5314964457813.51	4100477920663.30	9415442378476.81
06/13/2008	5315085616730.02	4100449526991.74	9415535143721.76
06/16/2008	5283460867422.74	4103329552102.86	9386790419525.60
06/17/2008	5283986179329.61	4112642469676.05	9396628649005.66
06/18/2008	5284022012707.28	4108072997189.25	9392095009896.53
06/19/2008	5256871649433.82	4113416664566.96	9370288314000.78
06/20/2008	5256760958260.55	4113993016645.67	9370753974906.22
06/23/2008	5256906014421.79	4116382960821.33	9373288975243.12
06/24/2008	5257076276962.68	4122197842502.46	9379274119465.14
06/25/2008	5257711491717.45	4113212614416.02	9370924106133.47
06/26/2008	5253962412535.51	4114894710204.88	9368857122740.39
06/27/2008	5254179362828.83	4109626147698.29	9363805510527.12
06/30/2008	5285063693378.25	4206942429625.55	9492006123003.80
07/01/2008	5276940964577.15	4190576326390.95	9467517290968.10
07/02/2008	5277617694301.70	4195444777895.45	9473062472197.15
07/03/2008	5301053078638.29	4191192692160.41	9492245770798.70
07/07/2008	5301339492699.30	4192233028119.28	9493572520818.58
07/08/2008	5301802247136.86	4197985910465.75	9499788157602.61
07/09/2008	5302275417956.00	4190900172966.86	9493175590922.86
07/10/2008	5312998074837.08	4189659318079.00	9502657392916.08
07/11/2008	5313138928078.85	4188301729792.27	9501440657871.12
07/14/2008	5313265227659.20	4185246176484.43	9498511404143.63
07/15/2008	5320753538796.08	4188985836947.44	9509739375743.52
07/16/2008	5321071412267.00	4183647713872.46	9504719126139.46
07/17/2008	5330583521606.70	4187367761142.63	9517951282749.33
07/18/2008	5330674171794.96	4187577475560.44	9518251647355.40
07/21/2008	5331046860034.93	4189306459117.60	9520353319152.53
07/22/2008	5339931098553.27	4192874820600.68	9532805919153.95
07/23/2008	5340252497665.26	4186345369536.42	9526597867201.68
07/24/2008	5350871337967.07	4189289773049.95	9540161111017.02
07/25/2008	5351159928800.76	4189529607762.03	9540689536562.79
07/28/2008	5350905625716.51	4186589848572.26	9537495474288.77
07/29/2008	5351639048098.45	4185952081623.53	9537591129721.98
07/30/2008	5351840120417.25	4180695520497.49	9532535640914.74
07/31/2008	5403381951775.03	4182097687425.30	9585479639200.33
08/01/2008	5400553022675.36	4156018323918.25	9556571346593.61
08/04/2008	5401068589940.50	4163973771905.03	9565042361845.53
08/05/2008	5401230917425.06	4168455844232.84	9569686761657.90
08/06/2008	5401767757113.29	4167402625680.28	9569170382793.57
08/07/2008	5402861023681.00	4168571967229.15	9571432990910.15
08/08/2008	5403109479051.22	4170345073838.75	9573454552889.97
08/11/2008	5403503090045.93	4171678177990.13	9575181268036.06
08/12/2008	5403830291255.50	4175551284678.20	9579381575933.70
08/13/2008	5429866050619.62	4169010831100.14	9598876881719.76
08/14/2008	5423722063229.44	4169618315720.95	9593340378950.39
08/15/2008	5434625511352.63	4172350446445.83	9606975957798.46
08/18/2008	5435105378906.55	4173005989390.15	9608111368296.70
08/19/2008	5435743895351.09	4178986591255.59	9614730486606.68
08/20/2008	5436199628659.12	4172134758602.47	9608334387261.59
08/21/2008	5443448117025.36	4175197082368.73	9618645199394.09
08/22/2008	5443727770323.81	4175006887400.28	9618734657724.09
08/25/2008	5444170797982.36	4177366087621.52	9621536885603.88
08/26/2008	5455467754988.88	4180176715066.48	9635644470055.36
08/27/2008	5455420775392.02	4173374932973.18	9628795708365.20
08/28/2008	5479937428314.75	4170390149646.84	9650327577961.59
08/29/2008	5479100086662.10	4166625468977.92	9645725555640.02
09/02/2008	5509898020864.12	4157903641565.11	9667801662429.23
09/03/2008	5509953344882.61	4157722917002.77	9667676261885.38
09/04/2008	5510537696176.73	4157656426875.57	9668194123052.30
09/05/2008	5510653897970.67	4159144996498.11	9669798894468.78
09/08/2008	5510454671651.99	4158390117328.67	9668844788980.66
09/09/2008	5530693169327.12	4162069776598.19	9692762945925.31
09/10/2008	5530928205885.99	4153864405618.78	9684792611504.77
09/11/2008	5526828606295.84	4155288389998.00	9682116996293.84
09/12/2008	5526803202443.31	4156515949702.04	9683319152145.35
09/15/2008	5475450615883.44	4158639848932.11	9634090464815.55
09/16/2008	5475941633094.80	4163850032833.14	9639791665927.94
09/17/2008	5476381035381.95	4170766425173.05	9647147460555.00
09/18/2008	5492459419394.83	4172172383864.24	9664631803259.07
09/19/2008	5552620101517.17	4174389518377.17	9727009619894.34
09/22/2008	5613059030493.40	4172807135417.00	9785866165910.40
09/23/2008	5613893232637.39	4177676012038.56	9791569244675.95
09/24/2008	5614420276276.55	4173660385551.68	9788080661828.23
09/25/2008	5674500268592.36	4174749697791.56	9849249966383.92
09/26/2008	5714473881064.87	4174725650384.21	9889199531449.08
09/29/2008	5774962168083.97	4170616063897.62	9945578231981.59
09/30/2008	5808691665403.71	4216033231508.78	10024724896912.49
10/01/2008	5850791254967.39	4273433812160.30	10124225067127.69
10/02/2008	5869084491601.97	4279664792482.18	10148749284084.15
10/03/2008	5913838136448.68	4272430870750.43	10186269007199.11
10/06/2008	5913434272451.45	4274320074957.42	10187754347408.87
10/07/2008	5943992236199.90	4280259956742.52	10224252192942.42
10/08/2008	5974095384099.93	4271152356207.65	10245247740307.58
10/09/2008	5994929606697.25	4271453039846.37	10266382646543.62
10/10/2008	6024947413171.24	4269434019134.87	10294381432306.11
10/14/2008	6024523653568.44	4269881235833.03	10294404889401.47
10/15/2008	6055696053989.64	4270359326274.47	10326055380264.11
10/16/2008	6060010376937.96	4271128623907.96	10331139000845.92
10/17/2008	6059726289765.44	4274480209236.71	10334206499002.15
10/20/2008	6189647424005.11	4275242220547.07	10464889644552.18
10/21/2008	6189702466098.06	4277688667633.08	10467391133731.14
10/22/2008	6225624748437.89	4270044643001.81	10495669391439.70
10/23/2008	6250228142316.10	4273884843486.77	10524112985802.87
10/24/2008	6249314985998.51	4274640369858.15	10523955355856.66
10/27/2008	6249200819818.43	4275546378891.82	10524747198710.25
10/28/2008	6249172415201.81	4277547741666.58	10526720156868.39
10/29/2008	6249239190920.28	4276583953197.36	10525823144117.64
10/30/2008	6257578457250.88	4273314576527.33	10530893033778.21
10/31/2008	6302793747598.97	4271300715369.26	10574094462968.23
11/03/2008	6302176307108.20	4254001440937.01	10556177748045.21
11/04/2008	6302535948012.36	4263610248478.22	10566146196490.58
11/05/2008	6302458417616.34	4264412219647.01	10566870637263.35
11/06/2008	6358998910837.97	4265731316960.28	10624730227798.25
11/07/2008	6358869286267.95	4263297655363.73	10622166941631.68
11/10/2008	6358690409750.62	4263532788931.92	10622223198682.54
11/12/2008	6358806971888.52	4259701660695.98	10618508632584.50
11/13/2008	6320976663656.70	4257662488034.43	10578639151691.13
11/14/2008	6360691569969.19	4257115014666.08	10617806584635.27
11/17/2008	6359522811655.01	4258943282402.05	10618466094057.06
11/18/2008	6394550218145.18	4265867636327.11	10660417854472.29
11/19/2008	6394116589427.96	4258206933800.02	10652323523227.98
11/20/2008	6393926893617.82	4261530336304.52	10655457229922.34
11/21/2008	6393775797295.81	4261692851682.26	10655468648978.07
11/24/2008	6393688876791.61	4260570553938.56	10654259430730.17
11/25/2008	6395157193349.84	4263199084504.05	10658356277853.89
11/26/2008	6395807621162.60	4252109934201.79	10647917555364.39
11/28/2008	6396590860569.49	4264584043238.19	10661174903807.68
12/01/2008	6434879220132.56	4246256700330.51	10681135920463.07
12/02/2008	6435078596060.30	4250088015214.90	10685166611275.20
12/03/2008	6434552796939.87	4241380088450.35	10675932885390.22
12/04/2008	6411650143809.01	4242232880343.86	10653883024152.87
12/05/2008	6411463069240.95	4241808263858.96	10653271333099.91
12/08/2008	6410703126587.23	4243227236700.68	10653930363287.91
12/09/2008	6410734685101.64	4245384542301.41	10656119227403.05
12/10/2008	6410822416494.81	4237618460756.82	10648440877251.63
12/11/2008	6390881581542.01	4207003477916.77	10597885059458.78
12/12/2008	6390698622849.38	4206370115077.72	10597068737927.10
12/15/2008	6418685498877.51	4236916013183.68	10655601512061.19
12/16/2008	6418858135322.00	4211698367577.88	10630556502899.88
12/17/2008	6418658027770.20	4236894039663.57	10655552067433.77
12/18/2008	6360780102719.10	4237688052351.27	10598468155070.37
12/19/2008	6360410841483.38	4237784239601.18	10598195081084.56
12/22/2008	6359822299238.44	4207607129899.66	10567429429138.10
12/23/2008	6359897239853.44	4241874102353.67	10601771342207.11
12/24/2008	6359775642515.06	4226813433414.28	10586589075929.34
12/26/2008	6323447047871.14	4229328831356.00	10552775879227.14
12/29/2008	6322709858350.73	4231404046881.30	10554113905232.03
12/30/2008	6322765588713.41	4230249075978.19	10553014664691.60
12/31/2008	6369318869476.54	4330485995135.59	10699804864612.13
01/02/2009	6320066198644.34	4307895097286.33	10627961295930.67
01/05/2009	6319153451562.27	4316358609344.89	10635512060907.16
01/06/2009	6318809124655.56	4319616621638.24	10638425746293.80
01/07/2009	6318494695577.72	4317277400645.02	10635772096222.74
01/08/2009	6290895264113.46	4317430059059.11	10608325323172.57
01/09/2009	6290327140825.48	4319431426781.69	10609758567607.17
01/12/2009	6289228157982.89	4320562523025.55	10609790681008.44
01/13/2009	6289189388739.05	4324715499309.08	10613904888048.13
01/14/2009	6288674179920.54	4317294625012.89	10605968804933.43
01/15/2009	6309144617619.47	4318564136072.02	10627708753691.49
01/16/2009	6308564856414.67	4320316629095.56	10628881485510.23
01/20/2009	6307310739681.66	4319566309231.42	10626877048913.08
01/21/2009	6307084792840.85	4317968751468.94	10625053544309.79
01/22/2009	6296701346374.02	4322017357000.76	10618718703374.78
01/23/2009	6296581792932.27	4323815333501.25	10620397126433.52
01/26/2009	6295576844311.51	4325280866450.80	10620857710762.31
01/27/2009	6295764899149.36	4330313735221.18	10626078634370.54
01/28/2009	6295524768735.12	4322336494448.18	10617861263183.30
01/29/2009	6309860670347.08	4316436749783.77	10626297420130.85
01/30/2009	6317224182633.94	4314781064103.03	10632005246736.97
02/02/2009	6363558989801.84	4304404278591.44	10667963268393.28
02/03/2009	6363420764397.43	4305222616959.48	10668643381356.91
02/04/2009	6363352273371.93	4305840035190.52	10669192308562.45
02/05/2009	6410020405165.47	4307977718122.23	10717998123287.70
02/06/2009	6410361244733.45	4306919126612.44	10717280371345.89
02/09/2009	6409788263996.47	4307937936851.67	10717726200848.14
02/10/2009	6410177089722.80	4311188702843.48	10721365792566.28
02/11/2009	6409955329202.02	4303168886370.18	10713124215572.20
02/12/2009	6453765915043.27	4305430672520.17	10759196587563.44
02/13/2009	6453497486531.27	4305518595121.72	10759016081652.99
02/17/2009	6481923355207.56	4307860405133.85	10789783760341.41
02/18/2009	6482101482601.99	4307824292594.77	10789925775196.76
02/19/2009	6495008105385.21	4307013876739.53	10802021982124.74
02/20/2009	6530346473368.37	4308411940796.09	10838758414164.46
02/23/2009	6529919612154.59	4309606979332.31	10839526591486.90
02/24/2009	6530393414088.52	4312961644772.39	10843355058860.91
02/25/2009	6530807049597.79	4306692181529.32	10837499231127.11
02/26/2009	6578855990306.71	4302303731715.65	10881159722022.36
02/27/2009	6579162708614.60	4297981792622.92	10877144501237.52
03/02/2009	6653326026607.72	4288839268043.17	10942165294650.89
03/03/2009	6653824446048.54	4290014483386.38	10943838929434.92
03/04/2009	6654449660910.95	4289888022070.53	10944337682981.48
03/05/2009	6661392934515.56	4291641477004.59	10953034411520.15
03/06/2009	6662243974550.62	4289334334308.40	10951578308859.02
03/09/2009	6662204653404.08	4290458377199.33	10952663030603.41
03/10/2009	6662656840626.19	4295751745596.24	10958408586222.43
03/11/2009	6662844615842.74	4288255021492.89	10951099637335.63
03/12/2009	6694196414273.22	4289353514455.52	10983549928728.74
03/13/2009	6694182755194.09	4289567427153.16	10983750182347.25
03/16/2009	6741972565592.27	4291185013077.51	11033157578669.78
03/17/2009	6742004029257.94	4300549942192.53	11042553971450.47
03/18/2009	6742241452096.13	4291983642294.90	11034225094391.03
03/19/2009	6746328587056.90	4293357543841.20	11039686130898.10
03/20/2009	6746757787199.50	4294049240358.60	11040807027558.10
03/23/2009	6746641784041.68	4295069760263.66	11041711544305.34
03/24/2009	6746864697941.99	4300063559068.21	11046928257010.20
03/25/2009	6746924596902.85	4290992284254.98	11037916881157.83
03/26/2009	6754100383090.75	4292147273958.73	11046247657049.48
03/27/2009	6753632237153.97	4291921873634.95	11045554110788.92
03/30/2009	6753702140034.65	4289886840644.25	11043588980678.90
03/31/2009	6833543454712.90	4293398031000.47	11126941485713.37
04/01/2009	6831800594362.03	4278853762847.30	11110654357209.33
04/02/2009	6839564838148.81	4284954463104.40	11124519301253.21
04/03/2009	6868532515279.65	4278034317017.68	11146566832297.33
04/06/2009	6868606323636.60	4280740447446.21	11149346771082.81
04/07/2009	6868729876036.67	4284042957799.22	11152772833835.89
04/08/2009	6868780515493.62	4276572184697.95	11145352700191.57
04/09/2009	6892835801149.21	4276630578859.11	11169466380008.32
04/10/2009	6892886957946.75	4276838689777.75	11169725647724.50
04/13/2009	6893196397961.72	4276782157153.76	11169978555115.48
04/14/2009	6893364260485.43	4278934477545.98	11172298738031.41
04/15/2009	6937569851513.76	4281293182764.94	11218863034278.70
04/16/2009	6898833674851.37	4285065577876.63	11183899252728.00
04/17/2009	6898873477415.95	4286842501567.43	11185715978983.38
04/20/2009	6899067097852.11	4290315420380.64	11189382518232.75
04/21/2009	6898703339762.18	4294756202617.74	11193459542379.92
04/22/2009	6898755078442.32	4292302285614.50	11191057364056.82
04/23/2009	6885897594432.37	4299025068430.48	11184922662862.85
04/24/2009	6885764355032.14	4299535837949.06	11185300192981.20
04/27/2009	6886050251524.20	4303406385212.01	11189456636736.21
04/28/2009	6886205201144.77	4308134222161.20	11194339423305.97
04/29/2009	6851477439024.13	4301444975364.15	11152922414388.28
04/30/2009	6930824942975.56	4307767198983.08	11238592141958.64
05/01/2009	6927622336982.99	4280453855317.56	11208076192300.55
05/04/2009	6927691087258.88	4292278895754.81	11219969983013.69
05/05/2009	6927814023783.68	4299650348057.80	11227464371841.48
05/06/2009	6927755259710.47	4299052225619.57	11226807485330.04
05/07/2009	6955434473527.65	4300832166522.55	11256266640050.20
05/08/2009	6955218139510.73	4303475655946.37	11258693795457.10
05/11/2009	6955188380355.05	4305266271776.21	11260454652131.26
05/12/2009	6955071171226.89	4308728572199.09	11263799743425.98
05/13/2009	6954980864876.37	4300978699542.06	11255959564418.43
05/14/2009	6968907881296.13	4301639516268.51	11270547397564.64
05/15/2009	6981972246485.76	4302138160938.75	11284110407424.51
05/18/2009	6981959429954.02	4304633885897.02	11286593315851.04
05/19/2009	6982204089081.65	4311151522176.86	11293355611258.51
05/20/2009	6982626272295.82	4302835770153.79	11285462042449.61
05/21/2009	6999368863588.18	4306304634446.00	11305673498034.18
05/22/2009	6999376165569.64	4302299761259.30	11301675926828.94
05/26/2009	6999554378645.33	4306040111554.32	11305594490199.65
05/27/2009	6999887200564.75	4301227677283.63	11301114877848.38
05/28/2009	7017392495125.85	4294289209960.29	11311681705086.14
05/29/2009	7019321525525.25	4302278379831.15	11321599905356.40
06/01/2009	7097861677672.01	4282104511903.04	11379966189575.05
06/02/2009	7098404965958.73	4284332749966.50	11382737715925.23
06/03/2009	7098401699224.91	4275864231380.85	11374265930605.76
06/04/2009	7110157488708.66	4278839898844.35	11388997387553.01
06/05/2009	7109931339362.69	4278012122302.12	11387943461664.81
06/08/2009	7109946379411.88	4280307730315.22	11390254109727.10
06/09/2009	7109972049499.36	4281487205929.59	11391459255428.95
06/10/2009	7110096282278.54	4273891322860.47	11383987605139.01
06/11/2009	7110580992583.70	4265045427725.93	11375626420309.63
06/12/2009	7110923807097.73	4264028922470.59	11374952729568.32
06/15/2009	7133203590883.64	4267520141568.57	11400723732452.21
06/16/2009	7133503894802.76	4272509065079.79	11406012959882.55
06/17/2009	7133486161909.16	4269284066164.82	11402770228073.98
06/18/2009	7127626496714.92	4271632300051.18	11399258796766.10
06/19/2009	7127310135039.52	4270401470980.48	11397711606020.00
06/22/2009	7127334842792.10	4273321725160.50	11400656567952.60
